Ball Pos: 650.000000 450.000000 || Enemy pos: 650.000000 450.000000 || Robot dist: 325.000000 || Angle error: 0.000000
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
Ball Pos: 620.200073 449.900665 || Enemy pos: 650.000000 450.000000 || Robot dist: 34.999989 || Angle error: -0.018659
